  A,  B,  Dir1, Dir2, Dir3, Dir4, FTYPE, Comments: WB=1 EB=2 SB=3 NB=4
  18804.00,  18808.00,      1.00,         0,         0,         0,     96.00
  18805.00,  18803.00,         0,      1.00,         0,         0,     96.00
  18806.00,  18340.00,      1.00,         0,         0,         0,     91.00
  18806.00,  18808.00,      1.00,         0,         0,         0,     96.00
  18807.00,  18756.00,         0,      1.00,         0,         0,     91.00
  18808.00,  18810.00,      1.00,         0,         0,         0,     96.00
  18809.00,  18805.00,         0,      1.00,         0,         0,     96.00
  18809.00,  18807.00,         0,      1.00,         0,         0,     96.00
  18810.00,  18812.00,      1.00,         0,         0,         0,     96.00
  18811.00,  18809.00,         0,      1.00,         0,         0,     96.00
  18812.00,  18814.00,      1.00,         0,         0,         0,     96.00
  18813.00,  18811.00,         0,      1.00,         0,         0,     96.00
  18814.00,  18816.00,      1.00,         0,         0,         0,     96.00
  18815.00,  18813.00,         0,      1.00,         0,         0,     96.00
  18816.00,  18818.00,      1.00,         0,         0,         0,     96.00
  18817.00,  18815.00,         0,      1.00,         0,         0,     96.00
  18818.00,  18643.00,      1.00,         0,         0,         0,     96.00
  18818.00,  18820.00,      1.00,         0,         0,         0,     91.00
  18819.00,  18817.00,         0,      1.00,         0,         0,     96.00
  18820.00,  18822.00,      1.00,         0,         0,         0,     91.00
  18821.00,  18819.00,         0,      1.00,         0,         0,     91.00
  18822.00,  18824.00,      1.00,         0,         0,         0,     91.00
  18823.00,  18821.00,         0,      1.00,         0,         0,     91.00
  18824.00,  18826.00,         0,         0,      1.00,         0,     91.00
  18825.00,  18823.00,         0,      1.00,         0,         0,     91.00
  18826.00,  18828.00,         0,         0,      1.00,         0,     91.00
  18827.00,  18825.00,         0,         0,         0,      1.00,     91.00
  18828.00,  18770.00,         0,         0,      1.00,         0,     91.00
  18829.00,  18827.00,         0,         0,         0,      1.00,     91.00
  18836.00,  18792.00,      1.00,         0,         0,         0,     96.00
  18836.00,  97403.00,      1.00,         0,         0,         0,     91.00
  18837.00,  18760.00,         0,      1.00,         0,         0,     91.00
  97403.00,  18426.00,      1.00,         0,         0,         0,     91.00
  97403.00,  18759.00,         0,         0,      1.00,         0,     91.00
  97404.00,  18441.00,      1.00,         0,         0,         0,     91.00
  97405.00,  18763.00,         0,         0,      1.00,         0,     91.00
  97405.00,  97404.00,      1.00,         0,         0,         0,     91.00
