1,0,3.43,192.06,10.88,0,3.8,0.19,12.86,240.55,19.38,0,2.99,3.5,0,0,792.14,420.4,756.19,190.01,977.32,10.02,0,0,0.2,0,5.62,0.26,0.72,16.07,32.74,1.3,0
2,33.28,0,44.7,4.14,0,2.17,10.52,11.62,32.73,52.98,21.23,3.74,1.27,27.72,0,189.09,238.94,225.77,283.46,275.36,25.73,217.09,0,6.2,5.8,1.05,0.01,0.25,34.74,15.84,0,81.35
3,165.04,40.03,0,33.24,0,118.11,85.71,26.92,145.63,125.09,88.85,348.31,60.24,83.85,0,775.5,255.73,299.68,1056.67,1240.75,150.48,81.15,0,78.89,9.16,183.03,0,65.98,19.84,0,0,841.65
4,9.56,3.81,33.26,0,0,41.67,0,2.63,8.82,11.11,9.06,40.75,21.64,4.51,0,105.54,15.19,18.72,131.69,96.02,34.54,25.07,0,126.04,71.82,48.51,0,19.7,2.13,0,0,51.57
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7.44,2.57,125.62,38.9,0,0,0,2.26,11.67,17.38,9.13,80.2,79.64,5.5,0,516.81,132.86,57.57,455.91,408.61,484.57,135.75,0,295.78,326.92,265.93,3.55,43.42,3.08,0,0,121.12
7,12.89,2.54,93.11,0,0,0,0,2.49,12.91,24.06,5.46,70.38,0,7.99,0,246.35,202.29,119.4,322.34,313.45,0,103.49,0,0,256.74,0,0,0,11.37,0,0,69.02
8,43.28,10.06,27.27,2.73,0,2.02,10.47,0,38.44,72.46,29.04,8.84,0.99,31.94,0,342.5,283.61,296.82,238.54,344.49,33.48,352.76,0,7.46,0.23,3.97,0.02,0.32,45.91,23.78,0,151
9,221.27,3.67,167.61,9.99,0,10.3,3.35,9.53,0,28.96,0,8.19,3.35,92.69,0,0,0,0,0,1070.12,14.88,1092.62,0,2.76,0,11.81,0.24,2.38,20.72,77.16,11.71,313.19
10,50.37,93.75,150.68,13.33,0,22.26,68.74,125.03,60.78,0,0,22.81,4.74,23.07,0,612.34,400.39,338.22,551.98,728.49,113.25,568.55,0,25.35,0,25.6,0.2,9.56,64.09,459.44,0,230.61
11,0,20.93,99.89,9.8,0,10.52,14.02,33.1,0,0,0,14.49,4.67,0,0,0,0,0,0,0,42.62,0,0,29.74,0.39,9.03,0.04,4.43,0,0,0,0
12,4.05,4.89,442.64,51.82,0,98.99,83.93,11.41,9.53,15.34,17.55,0,13.38,3.99,0,127.01,71.46,60.54,548.25,260.67,98.14,71.3,0,452.42,344.18,53.25,0.25,38.41,1.19,0,0,19.46
13,5.34,1.41,80.92,25.31,0,96.15,0,1.72,4.52,4.5,5.2,11.99,0,2.5,0,43.4,75.65,19.37,128.27,109.53,133.74,37.63,0,80.08,119.84,56.3,1.56,33.06,0.6,0,0,14.19
