1,0,2.08,13.84,5.22,0,5.45,3.2,3.19,109.59,10.48,0,2.56,1.13,0,0,527.43,213.57,258.85,149.1,383.13,4.39,0,0,4.21,1.12,3.52,0.36,2.59,0.87,24.47,5.24,0
2,16.84,0,7.15,1.3,0,4.23,6.78,4.41,16.51,34.23,9.39,2.98,0.78,14.48,0,53.01,64.83,81.48,152.99,76.45,7.59,15.71,0,6.01,1.02,8.08,0.1,1.11,0.69,11.7,0,42.46
3,9.23,6.27,0,5.4,0,17.01,15.72,4.76,7.94,10.7,10.44,39.54,5.21,3.85,0,60.57,21.8,27.22,90.08,73.23,13.89,75.31,0,14.49,1.02,20.42,0,9.09,1.5,0,0,37.59
4,3.01,0.77,4.88,0,0,16.51,0,2.04,2.62,3.31,2.78,12.62,6.25,1.22,0,29.44,5.91,11.46,28.08,28.98,10.71,29.62,0,50.01,6.59,17,0,9.3,1.34,1.9,0,13.23
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,9.96,2.57,13.59,12.74,0,0,0,2.34,9.1,12.66,5.87,15.5,17.22,6.39,0,87.23,13.49,18.21,96.91,65.41,166.18,43.64,0,65.71,43.2,83.63,1.59,17.08,2.54,7.05,0,22.45
7,5.5,1.03,19.06,0,0,0,0,1.13,5.02,13.97,3.57,23.28,0,4.17,0,65.71,48.79,75.55,160.11,91.73,0,27.29,0,0,93,0,0,0,2.5,7.47,0,30.89
8,20,3.18,3.95,2.05,0,3.24,5.49,0,17.57,40.05,10.06,2.36,0.22,15.38,0,83.38,69.97,82.87,130.39,86.41,7.67,21.87,0,3.86,0.9,4.09,0.1,0.23,0.92,11.07,0,60.32
9,82.1,2.45,10.06,3.57,0,5.59,2.8,2.97,0,9.87,0,2.73,0.28,36.05,0,0,0,0,52.14,303.06,2.62,179.05,0,3.67,1.48,2.78,0.16,1.83,0.86,44.09,7.64,67.87
10,11.55,40.93,15.41,4.96,0,12.31,23.82,54.16,18.76,0,0,5.97,1.33,6.14,0,120.01,98.05,112.75,265.07,205.38,37.82,57.37,0,2.46,1.21,21.01,0.4,10.1,0.02,113.49,0,64.89
11,0,9.36,12.21,3.19,0,7.22,8.14,15.3,0,0,0,2.1,2.52,0,0,0,0,0,0,0,12.56,0,0,30.04,0.98,13.11,1.7,4.45,0,0,0,0
12,7.08,5.28,55.42,18.27,0,24.31,28.52,9.28,9.99,13.18,8.79,0,10.1,3.75,0,0.19,16.24,16.09,158.09,35.59,25.55,45.06,0,170.2,54.82,21.1,8.68,16.45,3.34,14.12,0,17.18
13,2.98,0.89,9.08,9.72,0,33.49,0,0.92,3.3,4.71,5.08,8.41,0,2.89,0,6.82,6.32,7.49,53.96,20.26,34.19,12.55,0,41.63,36.89,20.45,0.49,15.82,1.07,2.27,0,9.24
14,0,1.34,6.43,2.28,0,2.71,1.92,2.38,44.28,6.21,0,1.13,0.55,0,0,0,2.21,238.67,97.61,460.22,3.08,0,0,2.58,0.37,1.77,0.16,2.34,0.85,30.39,4.04,0
15,0,145.38,162.4,79.43,0,390.18,189.12,273.22,0,230.57,0,128.59,20.81,0,0,0,0,0,440.7,0,815.04,0,793.62,246.42,13.01,851.48,44.63,147.05,598.46,1358.01,243,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,229.28,97.92,31.87,10.42,0,47.45,114.48,142.55,0,148.57,0,78.27,8.14,4.26,0,0,0,0,0,104.96,131.39,0.99,0,95.77,2.3,65.82,1.88,17.36,169.63,255.06,48,644.09
18,138.89,14.36,26.15,10.01,0,29.73,17.93,19.67,0,28.29,0,19.01,4.02,220.62,0,0,0,0,52.3,1088.73,16.66,3408.47,0,12.99,2.6,53.71,0.31,18.85,5.65,100.87,12.26,0
19,103.83,103.08,81.53,27,0,153.48,104.67,91.85,92.06,155.46,0,106.85,1.83,75.41,0,0,0,35.22,0,402.51,78.87,432.97,0,277.3,1.75,165.78,1.15,26.93,51.8,280.41,0,286.73
20,375.22,117.26,97.78,40.36,0,152.12,133.46,170.51,391.19,196.41,0,90.32,10.74,453.54,0,0,287.71,1266.86,503.91,0,610.63,516.61,0,135.11,6.62,262.46,2.5,48.79,212.9,278.25,207.57,0
21,3.66,1.08,20.12,17.4,0,166.13,0,0.87,4.87,6.97,4.25,4.39,51.59,2.98,0,399.65,43.09,60.01,162.21,474.39,0,52.67,0,749.06,155.57,155.8,50.62,77.44,3.75,13.33,0,37.28
22,0,26.46,105.93,40.78,0,184.26,66.71,58.01,355.44,75.42,0,52.33,18.8,0,0,0,391.32,4120.83,498.88,753.88,96.84,0,0,102.66,0.98,156.36,5.01,89.28,183.01,46.49,110.22,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2557.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3.41,3.19,11.65,49.74,0,160.31,0,2.71,3.03,15.86,7.36,132.99,21.11,2.44,0,87.15,51.24,66.53,298.27,81.49,696.39,13.28,0,0,94.62,152.24,9.69,20.05,2.63,5.21,0,46.09
