1,0,11.46,5.628,1.872,0,1.8,4.704,10.812,52.584,6.492,0,2.244,0.372,0,0,561.312,97.98,8.124,19.68,134.136,2.256,0,0,0.78,0,3.288,0.012,0.768,1.608,1.56,3.72,0
2,38.556,0,4.428,0.408,0,1.26,1.932,2.124,29.988,32.988,7.584,2.712,0.432,23.172,0,123.312,56.568,7.404,37.764,62.472,0.84,12.48,0,2.748,0.708,0.132,0.012,0.024,10.092,8.484,0.084,51.588
3,13.332,5.94,0,3.564,0,16.248,16.116,2.988,9.036,14.124,10.716,47.28,16.836,6.396,0,150.108,30.132,33.024,83.04,105.288,26.328,90.048,0,7.68,0.696,31.344,0,4.464,1.704,0,0,73.656
4,5.544,1.284,4.416,0,0,8.568,0,1.668,3.42,4.896,3.06,16.188,9.624,2.388,0,75.048,10.992,13.236,31.788,47.268,18.516,36.576,0,40.548,3.732,24.324,0,6.096,0.96,2.112,0,28.908
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4.296,3.072,15.348,14.904,0,0,0,1.992,5.772,6.072,5.832,12.6,35.688,2.724,0,370.884,17.964,36.312,32.148,147.408,214.884,162.528,0,158.436,103.872,132.084,0.144,6.24,2.088,9.516,0,61.152
7,13.62,10.812,10.488,0,0,0,0,9.504,13.26,6.708,11.544,22.956,0,12.192,0,145.368,33.468,14.52,34.836,65.172,0,50.112,0,0,75.732,0,0,0,8.616,4.464,0,36.936
8,48.792,4.32,4.284,1.668,0,1.08,2.976,0,42.192,46.968,14.544,2.472,1.38,40.032,0,252.504,76.716,7.248,64.98,130.284,0.936,71.652,0,2.256,0.3,2.46,0.012,0.6,17.856,19.272,0.12,110.04
9,100.104,11.184,5.448,1.776,0,2.1,4.476,10.368,0,8.724,0,2.748,0.612,35.1,0,0,0,0,17.928,242.976,3.828,235.368,0,0.624,1.152,4.164,0.012,0.408,2.784,15.192,4.488,197.508
10,32.064,43.86,6.168,2.148,0,20.784,39.108,45.288,26.424,0,0,9.276,19.884,18.348,0,194.388,73.548,9.048,72.984,123.06,13.224,62.448,0,23.412,0.72,13.068,0.084,3.564,32.58,20.58,0,92.088
11,0,7.788,7.68,2.304,0,2.256,5.184,6.024,0,0,0,1.296,2.616,0,0,0,0,0,0,0,4.152,0,0,5.028,0.228,1.32,0.024,0.816,0,0,0,0
